# Onboard parameters for system MAV 001
#
# MAV ID  COMPONENT ID  PARAM NAME  VALUE (FLOAT)
1	50	ATT_PITCH_OFF3	                        0	9
1	50	ATT_ROLL_OFF3	                        0	9
1	50	ATT_YAW_OFF3	                        0	9
1	50	BAT_N_CELLS	                        3	9
1	50	BAT_V_EMPTY	                      3.2	9
1	50	BAT_V_FULL	                     4.05	9
1	50	BAT_V_SCALING	                 0.008381	9
1	50	EKF_ATT_V3_Q0	                   0.0001	9
1	50	EKF_ATT_V3_Q1	                     0.08	9
1	50	EKF_ATT_V3_Q2	                    0.009	9
1	50	EKF_ATT_V3_Q3	                    0.005	9
1	50	EKF_ATT_V3_Q4	                        0	9
1	50	EKF_ATT_V3_R0	                   0.0008	9
1	50	EKF_ATT_V3_R1	                    10000	9
1	50	EKF_ATT_V3_R2	                        1	9
1	50	EKF_ATT_V3_R3	                        0	9
1	50	FPC_H_D	                      0.8	9
1	50	FPC_H_I	                    1e-05	9
1	50	FPC_H_MAX	                      1.5	9
1	50	FPC_H_MIN	                      0.5	9
1	50	FPC_H_P	                     0.15	9
1	50	FPC_H_RATE	                      0.1	9
1	50	FPC_L_H_ERR	                      0.1	9
1	50	FPC_L_S_X	                      1.2	9
1	50	FPC_L_S_Y	                      1.2	9
1	50	FPC_L_TH_I	                     0.05	9
1	50	FPC_L_TH_L	                      0.6	9
1	50	FPC_L_TH_U	                      0.8	9
1	50	FPC_L_YAW_STEP	                     0.03	9
1	50	FPC_MAN_THR	                      0.1	9
1	50	FPC_POS_D	                        0	9
1	50	FPC_POS_P	                        3	9
1	50	FPC_T_FFWD	                      0.7	9
1	50	FPE_DEBUG	0	6
1	50	FPE_LO_THRUST	                      0.4	9
1	50	FPE_SONAR_LP_L	                      0.2	9
1	50	FPE_SONAR_LP_U	                      0.5	9
1	50	FSC_L_PITCH	                      0.4	9
1	50	FSC_L_ROLL	                      0.4	9
1	50	FSC_S_P	                      0.1	9
1	50	FW_AIRSPD_MAX	                       18	9
1	50	FW_AIRSPD_MIN	                        9	9
1	50	FW_AIRSPD_TRIM	                       12	9
1	50	FW_ATT_TC	                      0.5	9
1	50	FW_L1_DAMPING	                     0.75	9
1	50	FW_L1_PERIOD	                       25	9
1	50	FW_LOITER_R	                       50	9
1	50	FW_P_D	                        0	9
1	50	FW_P_I	                        0	9
1	50	FW_P_IMAX	                       15	9
1	50	FW_P_LIM_MAX	                       45	9
1	50	FW_P_LIM_MIN	                      -45	9
1	50	FW_P_P	                       40	9
1	50	FW_P_RMAX_NEG	                        0	9
1	50	FW_P_RMAX_POS	                        0	9
1	50	FW_P_ROLLFF	                        1	9
1	50	FW_R_D	                        0	9
1	50	FW_R_I	                        0	9
1	50	FW_R_IMAX	                       15	9
1	50	FW_R_LIM	                       45	9
1	50	FW_R_P	                       40	9
1	50	FW_R_RMAX	                       60	9
1	50	FW_THR_CRUISE	                      0.7	9
1	50	FW_THR_LND_MAX	                        1	9
1	50	FW_THR_MAX	                        1	9
1	50	FW_THR_MIN	                        0	9
1	50	FW_T_CLMB_MAX	                        5	9
1	50	FW_T_HGT_OMEGA	                        3	9
1	50	FW_T_INTEG_GAIN	                      0.1	9
1	50	FW_T_PTCH_DAMP	                        0	9
1	50	FW_T_RLL2THR	                       10	9
1	50	FW_T_SINK_MAX	                        5	9
1	50	FW_T_SINK_MIN	                        2	9
1	50	FW_T_SPDWEIGHT	                        1	9
1	50	FW_T_SPD_OMEGA	                        2	9
1	50	FW_T_THR_DAMP	                      0.5	9
1	50	FW_T_TIME_CONST	                        5	9
1	50	FW_T_VERT_ACC	                        7	9
1	50	FW_Y_D	                        0	9
1	50	FW_Y_I	                        0	9
1	50	FW_Y_IMAX	                       15	9
1	50	FW_Y_P	                        0	9
1	50	FW_Y_ROLLFF	                        1	9
1	50	INAV_FLOW_K	                        1	9
1	50	INAV_LAND_DISP	                      0.7	9
1	50	INAV_LAND_T	                        3	9
1	50	INAV_LAND_THR	                      0.3	9
1	50	INAV_SONAR_ERR	                      0.5	9
1	50	INAV_SONAR_FILT	                     0.02	9
1	50	INAV_W_ACC_BIAS	                        0	9
1	50	INAV_W_ALT_ACC	                       50	9
1	50	INAV_W_ALT_BARO	                      0.5	9
1	50	INAV_W_ALT_SONAR	                        3	9
1	50	INAV_W_POS_ACC	                       10	9
